team_name,game_num,date,site,game_type,opp_name,w_l,pts,opp_pts,fg,fga,fg_per,3p,3pa,3p_per,ft,fta,ft_per,orb,trb,ast,stl,blk,tov,pf,opp_fg,opp_fga,opp_fg_per,opp_3p,opp_3pa,opp_3p_per,opp_ft,opp_fta,opp_ft_per,opp_orb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf
Virginia Cavaliers,7,11/29/11,Home,R,Michigan,1,70,58,22,53,0.415,9,25,0.36,17,22,0.773,8,33,16,7,3,8,12,22,50,0.44,10,22,0.455,4,7,0.571,2,24,8,5,3,11,20
Virginia Cavaliers,6,11/28/14,Neutral,R,La Salle,1,64,56,22,46,0.478,3,7,0.429,17,22,0.773,10,33,11,8,4,12,23,18,45,0.4,4,14,0.286,16,25,0.64,6,19,7,8,0,13,21
Virginia Cavaliers,12,12/22/12,Neutral,R,Old Dominion,0,61,63,21,53,0.396,9,21,0.429,10,13,0.769,7,29,13,1,7,8,19,20,52,0.385,9,23,0.391,14,19,0.737,11,36,10,3,3,6,17
Virginia Cavaliers,7,12/1/15,Away,R,Ohio State,1,64,58,23,52,0.442,8,16,0.5,10,13,0.769,8,28,11,2,1,7,13,21,42,0.5,8,21,0.381,8,12,0.667,3,23,10,3,7,12,13
Virginia Cavaliers,30,3/5/16,Home,R,Louisville,1,68,46,20,39,0.513,5,12,0.417,23,30,0.767,7,32,13,4,2,13,14,16,58,0.276,4,22,0.182,10,14,0.714,12,26,11,8,1,7,27
Virginia Cavaliers,37,3/28/14,Neutral,N,Michigan State,0,59,61,20,57,0.351,6,18,0.333,13,17,0.765,8,29,10,5,4,6,16,21,47,0.447,5,14,0.357,14,18,0.778,6,29,13,5,4,9,16
Virginia Cavaliers,5,11/22/15,Neutral,R,George Mason,1,83,66,32,56,0.571,6,9,0.667,13,17,0.765,6,29,17,4,4,6,19,23,52,0.442,6,17,0.353,14,22,0.636,9,26,11,3,7,9,18
Virginia Cavaliers,8,12/5/15,Home,R,William & Mary,1,67,52,26,59,0.441,2,12,0.167,13,17,0.765,8,32,10,15,5,5,12,19,46,0.413,6,18,0.333,8,13,0.615,3,28,8,4,2,19,16
Virginia Cavaliers,20,1/26/16,Away,R,Wake Forest,1,72,71,27,56,0.482,5,17,0.294,13,17,0.765,5,24,13,7,3,9,23,23,43,0.535,6,17,0.353,19,29,0.655,4,27,12,6,3,11,15
Virginia Cavaliers,18,1/21/17,Home,R,Georgia Tech,1,62,49,22,48,0.458,5,22,0.227,13,17,0.765,6,28,13,6,3,11,14,19,42,0.452,4,9,0.444,7,12,0.583,2,23,11,9,1,13,15
Virginia Cavaliers,14,1/2/11,Home,R,LSU,1,64,50,21,52,0.404,6,19,0.316,16,21,0.762,12,34,10,6,6,11,15,18,51,0.353,3,13,0.231,11,17,0.647,9,29,7,3,3,12,15
Virginia Cavaliers,3,11/16/13,Neutral,R,Davidson,1,70,57,25,48,0.521,4,11,0.364,16,21,0.762,14,42,10,6,4,17,13,19,62,0.306,11,29,0.379,8,12,0.667,15,26,9,9,2,12,16
Virginia Cavaliers,1,11/14/14,Away,R,James Madison,1,79,51,29,50,0.58,5,7,0.714,16,21,0.762,8,36,12,11,7,16,18,15,53,0.283,8,26,0.308,13,18,0.722,9,22,9,4,1,17,15
Virginia Cavaliers,16,1/12/16,Home,R,Miami (FL),1,66,58,24,47,0.511,2,7,0.286,16,21,0.762,8,29,12,1,3,9,19,21,50,0.42,6,22,0.273,10,17,0.588,7,24,8,5,1,8,17
Virginia Cavaliers,21,2/1/17,Home,R,Virginia Tech,1,71,48,25,54,0.463,5,16,0.313,16,21,0.762,11,35,15,5,4,9,19,15,42,0.357,3,20,0.15,15,20,0.75,3,21,5,2,2,14,19
Virginia Cavaliers,2,11/15/10,Home,R,USC Upstate,1,74,54,25,47,0.532,5,15,0.333,19,25,0.76,8,29,13,6,1,12,14,19,44,0.432,10,23,0.435,6,10,0.6,2,15,13,7,2,12,19
Virginia Cavaliers,28,2/28/13,Home,R,Duke,1,73,68,24,52,0.462,3,11,0.273,22,29,0.759,9,33,10,3,6,10,18,21,53,0.396,8,25,0.32,18,20,0.9,2,21,8,4,1,9,23
Virginia Cavaliers,28,2/26/11,Home,R,Boston College,0,44,63,17,53,0.321,4,21,0.19,6,8,0.75,10,27,8,5,1,7,11,24,47,0.511,9,23,0.391,6,8,0.75,5,28,13,4,3,10,12
Virginia Cavaliers,6,11/20/12,Home,R,North Texas,1,80,64,27,46,0.587,8,11,0.727,18,24,0.75,8,25,18,7,5,15,20,21,58,0.362,3,19,0.158,19,26,0.731,16,28,5,7,5,14,21
Virginia Cavaliers,15,1/9/13,Away,R,Wake Forest,0,52,55,20,55,0.364,3,11,0.273,9,12,0.75,16,39,8,6,3,17,19,18,44,0.409,4,15,0.267,15,21,0.714,4,23,10,5,9,12,13
Virginia Cavaliers,9,12/6/14,Away,R,VCU,1,74,57,28,41,0.683,6,11,0.545,12,16,0.75,5,31,18,4,1,16,9,23,60,0.383,7,24,0.292,4,9,0.444,8,20,15,12,3,6,12
Virginia Cavaliers,10,12/18/14,Home,R,Cleveland State,1,70,52,22,44,0.5,5,11,0.455,21,28,0.75,8,31,14,4,6,6,13,19,52,0.365,7,23,0.304,7,9,0.778,7,22,9,3,0,7,24
Virginia Cavaliers,4,11/20/15,Neutral,R,Long Beach State,1,87,52,34,61,0.557,13,25,0.52,6,8,0.75,8,35,23,4,3,7,18,15,48,0.313,7,21,0.333,15,20,0.75,6,23,9,4,2,9,15
Virginia Cavaliers,15,1/8/17,Home,R,Wake Forest,1,79,62,26,53,0.491,9,19,0.474,18,24,0.75,9,32,12,4,8,9,18,23,57,0.404,6,21,0.286,10,16,0.625,7,24,12,5,3,11,22
Virginia Cavaliers,26,2/18/17,Away,R,UNC,0,41,65,15,54,0.278,2,20,0.1,9,12,0.75,3,23,8,2,5,6,14,27,58,0.466,7,19,0.368,4,7,0.571,7,40,17,4,5,9,13
Virginia Cavaliers,23,2/3/18,Away,R,Syracuse,1,59,44,23,47,0.489,7,23,0.304,6,8,0.75,4,29,19,4,4,9,12,17,51,0.333,4,21,0.19,6,9,0.667,5,23,6,3,4,6,11
Virginia Cavaliers,26,2/13/18,Away,R,Miami (FL),1,59,50,22,48,0.458,6,17,0.353,9,12,0.75,5,25,15,5,2,10,15,18,47,0.383,6,21,0.286,8,11,0.727,4,20,6,5,3,10,13
Virginia Cavaliers,1,11/13/11,Home,R,South Carolina State,1,75,38,25,51,0.49,8,19,0.421,17,23,0.739,10,41,18,9,2,13,17,13,51,0.255,3,16,0.188,9,20,0.45,8,24,6,7,3,15,21
Virginia Cavaliers,23,2/10/13,Away,R,Maryland,1,80,69,26,48,0.542,11,19,0.579,17,23,0.739,8,31,15,5,1,16,16,27,58,0.466,5,17,0.294,10,18,0.556,10,27,14,9,6,13,17
Virginia Cavaliers,18,1/18/14,Home,R,Florida State,1,78,66,27,55,0.491,7,11,0.636,17,23,0.739,7,23,18,8,5,9,21,21,46,0.457,6,16,0.375,18,22,0.818,6,27,11,3,9,18,21
Virginia Cavaliers,10,12/17/10,Home,R,Oregon,1,63,48,22,44,0.5,5,12,0.417,14,19,0.737,5,29,7,6,6,11,16,19,55,0.345,3,19,0.158,7,9,0.778,9,28,8,5,2,13,17
Virginia Cavaliers,27,2/23/11,Away,R,Georgia Tech,1,62,56,20,48,0.417,8,19,0.421,14,19,0.737,3,24,14,7,2,7,16,21,56,0.375,8,25,0.32,6,13,0.462,12,37,15,2,6,10,16
Virginia Cavaliers,9,12/5/17,Away,R,West Virginia,0,61,68,19,46,0.413,9,23,0.391,14,19,0.737,5,23,11,5,4,12,17,21,50,0.42,10,25,0.4,16,18,0.889,6,30,12,6,3,10,20
Virginia Cavaliers,10,12/16/17,Home,R,Davidson,1,80,60,28,56,0.5,10,19,0.526,14,19,0.737,6,30,14,7,1,6,14,24,50,0.48,8,26,0.308,4,7,0.571,4,24,14,3,5,13,18
Virginia Cavaliers,21,1/31/12,Home,R,Clemson,1,65,61,24,43,0.558,6,14,0.429,11,15,0.733,5,31,15,3,5,11,12,22,54,0.407,8,21,0.381,9,11,0.818,4,17,12,5,1,4,13
Virginia Cavaliers,17,1/13/14,Away,R,Duke,0,65,69,21,55,0.382,4,10,0.4,19,26,0.731,12,33,6,5,1,8,17,22,49,0.449,10,22,0.455,15,20,0.75,8,30,12,5,3,9,23
Virginia Cavaliers,20,1/25/14,Home,R,Virginia Tech,1,65,45,20,46,0.435,6,18,0.333,19,26,0.731,5,30,14,4,6,8,18,14,42,0.333,3,18,0.167,14,25,0.56,6,27,5,4,2,12,16
Virginia Cavaliers,1,11/12/10,Home,R,William & Mary,1,76,52,28,56,0.5,12,23,0.522,8,11,0.727,8,33,17,6,1,8,15,18,48,0.375,7,26,0.269,9,16,0.563,4,23,8,4,1,8,13
Virginia Cavaliers,22,2/2/11,Home,R,Clemson,1,49,47,17,43,0.395,7,21,0.333,8,11,0.727,4,26,9,7,6,15,14,19,57,0.333,3,18,0.167,6,11,0.545,13,33,5,7,5,13,17
Virginia Cavaliers,8,12/1/12,Home,R,Green Bay,1,67,51,26,52,0.5,7,14,0.5,8,11,0.727,4,30,20,7,5,10,14,18,53,0.34,5,17,0.294,10,13,0.769,8,28,11,5,2,13,13
Virginia Cavaliers,11,12/21/14,Home,R,Harvard,1,76,27,31,52,0.596,6,11,0.545,8,11,0.727,7,42,21,6,5,10,20,8,50,0.16,2,11,0.182,9,22,0.409,8,22,1,7,1,10,9
Virginia Cavaliers,22,2/7/15,Home,R,Louisville,1,52,47,17,51,0.333,2,14,0.143,16,22,0.727,9,31,9,8,4,2,13,17,46,0.37,3,14,0.214,10,13,0.769,5,32,6,2,3,10,18
Virginia Cavaliers,25,2/16/15,Home,R,Pitt,1,61,49,20,47,0.426,5,13,0.385,16,22,0.727,6,27,11,5,4,7,14,17,44,0.386,6,16,0.375,9,17,0.529,7,27,11,5,0,11,21
Virginia Cavaliers,11,12/21/16,Away,R,California,1,56,52,22,57,0.386,4,13,0.308,8,11,0.727,6,29,14,1,3,7,17,18,51,0.353,5,23,0.217,11,16,0.688,7,33,11,3,3,12,14
Virginia Cavaliers,12,12/22/17,Home,R,Hampton,1,82,48,29,64,0.453,8,19,0.421,16,22,0.727,12,37,14,7,6,8,13,14,54,0.259,7,16,0.438,13,15,0.867,8,27,4,3,2,14,20
Virginia Cavaliers,28,2/24/18,Away,R,Pitt,1,66,37,25,49,0.51,8,16,0.5,8,11,0.727,7,36,15,3,7,7,10,11,46,0.239,7,25,0.28,8,11,0.727,4,22,8,2,4,8,12
Virginia Cavaliers,7,11/29/13,Neutral,R,SMU,1,76,73,20,44,0.455,10,14,0.714,26,36,0.722,8,27,11,6,1,12,24,24,49,0.49,5,14,0.357,20,26,0.769,8,27,13,6,5,11,27
Virginia Cavaliers,11,12/19/17,Home,R,Savannah State,1,78,47,29,58,0.5,7,19,0.368,13,18,0.722,9,38,18,7,7,12,12,16,57,0.281,11,37,0.297,4,5,0.8,6,26,11,8,3,18,18
Virginia Cavaliers,29,3/3/13,Away,R,Boston College,0,52,53,20,47,0.426,7,15,0.467,5,7,0.714,5,24,12,3,0,10,15,19,41,0.463,7,18,0.389,8,11,0.727,4,26,11,2,2,9,12
Virginia Cavaliers,28,2/28/15,Home,R,Virginia Tech,1,69,57,24,47,0.511,6,13,0.462,15,21,0.714,7,28,14,3,7,6,17,18,47,0.383,9,19,0.474,12,17,0.706,6,25,9,3,1,7,20
Virginia Cavaliers,12,12/30/15,Home,R,Oakland,1,71,58,25,55,0.455,6,16,0.375,15,21,0.714,7,27,16,7,2,7,14,19,51,0.373,8,21,0.381,12,17,0.706,9,31,5,5,2,16,15
Virginia Cavaliers,19,1/24/16,Home,R,Syracuse,1,73,65,25,44,0.568,8,18,0.444,15,21,0.714,4,27,18,7,1,13,12,21,54,0.389,13,30,0.433,10,15,0.667,7,22,8,7,0,11,18
Virginia Cavaliers,4,11/22/16,Home,R,Grambling,1,90,34,33,60,0.55,14,34,0.412,10,14,0.714,8,40,23,11,6,11,15,12,52,0.231,4,17,0.235,6,12,0.5,8,28,3,7,1,21,15
Virginia Cavaliers,30,3/3/18,Home,R,Notre Dame,1,62,57,21,50,0.42,5,11,0.455,15,21,0.714,4,27,15,7,3,5,16,19,53,0.358,7,24,0.292,12,17,0.706,9,37,10,3,2,7,17
Virginia Cavaliers,11,12/21/11,Away,R,Seattle,1,83,77,26,47,0.553,4,11,0.364,27,38,0.711,8,27,12,5,2,13,17,29,63,0.46,8,22,0.364,11,15,0.733,13,29,11,11,1,13,29
Virginia Cavaliers,13,1/2/16,Home,R,Notre Dame,1,77,66,28,49,0.571,4,11,0.364,17,24,0.708,7,27,17,4,4,7,12,27,56,0.482,7,22,0.318,5,7,0.714,8,20,8,6,1,7,17
Virginia Cavaliers,32,3/14/14,Neutral,A,Florida State,1,64,51,23,48,0.479,6,20,0.3,12,17,0.706,10,27,13,5,4,11,15,20,47,0.426,3,10,0.3,8,11,0.727,9,22,10,6,3,15,15
Virginia Cavaliers,31,3/9/14,Away,R,Maryland,0,69,75,22,57,0.386,6,21,0.286,19,27,0.704,6,22,13,4,5,7,23,23,48,0.479,5,17,0.294,24,30,0.8,5,30,8,3,4,12,19
Virginia Cavaliers,8,12/3/14,Away,R,Maryland,1,76,65,26,49,0.531,5,13,0.385,19,27,0.704,8,32,13,4,4,7,28,16,40,0.4,6,18,0.333,27,36,0.75,3,21,6,2,2,7,19
Virginia Cavaliers,2,11/12/12,Home,R,Fairfield,1,54,45,19,47,0.404,2,8,0.25,14,20,0.7,8,27,14,5,4,9,8,17,47,0.362,7,21,0.333,4,6,0.667,9,28,9,5,5,13,16
Virginia Cavaliers,9,12/5/12,Home,R,Tennessee,1,46,38,19,53,0.358,1,8,0.125,7,10,0.7,6,31,10,2,8,8,15,15,52,0.288,3,19,0.158,5,8,0.625,7,33,7,3,3,12,15
Virginia Cavaliers,7,11/30/16,Home,R,Ohio State,1,63,61,21,56,0.375,7,16,0.438,14,20,0.7,11,26,9,9,6,10,11,22,44,0.5,6,17,0.353,11,13,0.846,5,29,14,4,3,19,20
Virginia Cavaliers,9,12/6/16,Home,R,East Carolina,1,76,53,30,53,0.566,9,21,0.429,7,10,0.7,6,27,22,6,5,6,14,18,49,0.367,10,23,0.435,7,11,0.636,10,25,12,3,2,13,12
Virginia Cavaliers,17,1/15/11,Away,R,Duke,0,60,76,19,55,0.345,6,16,0.375,16,23,0.696,9,25,8,7,1,13,18,27,58,0.466,5,20,0.25,17,20,0.85,12,40,13,4,6,15,16
Virginia Cavaliers,20,1/28/12,Away,R,NC State,1,61,60,19,43,0.442,7,15,0.467,16,23,0.696,4,20,8,5,2,11,14,23,57,0.404,2,15,0.133,12,21,0.571,16,40,12,10,2,11,17
Virginia Cavaliers,13,12/30/11,Home,R,Towson,1,57,50,16,46,0.348,7,19,0.368,18,26,0.692,13,29,9,7,2,10,12,20,45,0.444,5,18,0.278,5,10,0.5,6,24,5,2,6,13,20
Virginia Cavaliers,14,1/2/12,Away,R,LSU,1,57,52,21,47,0.447,6,10,0.6,9,13,0.692,4,25,11,12,0,15,14,21,48,0.438,5,18,0.278,5,8,0.625,5,24,10,5,6,16,16
Virginia Cavaliers,17,1/19/12,Away,R,Georgia Tech,1,70,38,28,58,0.483,5,16,0.313,9,13,0.692,10,41,14,3,5,8,16,14,48,0.292,1,15,0.067,9,19,0.474,5,22,4,5,4,6,17
Virginia Cavaliers,24,2/11/12,Away,R,UNC,0,52,70,20,55,0.364,3,16,0.188,9,13,0.692,7,31,9,3,4,12,19,24,68,0.353,1,10,0.1,21,27,0.778,19,48,14,7,6,8,11
Virginia Cavaliers,12,12/23/13,Home,R,Norfolk State,1,66,56,18,40,0.45,3,10,0.3,27,39,0.692,8,35,11,8,6,12,15,20,55,0.364,4,15,0.267,12,18,0.667,7,24,8,7,3,9,24
Virginia Cavaliers,13,1/3/15,Away,R,Miami (FL),1,89,80,26,58,0.448,10,21,0.476,27,39,0.692,9,35,19,3,6,9,23,27,68,0.397,9,28,0.321,17,24,0.708,11,36,14,6,0,9,26
Virginia Cavaliers,27,2/25/15,Away,R,Wake Forest,1,70,34,28,56,0.5,5,14,0.357,9,13,0.692,10,42,15,8,8,11,12,12,55,0.218,4,22,0.182,6,7,0.857,6,24,8,6,2,13,11
Virginia Cavaliers,34,3/22/15,Neutral,N,Michigan State,0,54,60,17,57,0.298,2,17,0.118,18,26,0.692,17,36,6,2,3,5,18,17,40,0.425,6,12,0.5,20,33,0.606,7,30,7,4,7,6,19
Virginia Cavaliers,16,1/14/17,Away,R,Clemson,1,77,73,29,50,0.58,10,18,0.556,9,13,0.692,6,29,9,2,2,16,17,28,56,0.5,7,19,0.368,10,16,0.625,8,23,13,9,3,11,13
Virginia Cavaliers,6,11/25/11,Home,R,Green Bay,1,68,42,23,45,0.511,2,8,0.25,20,29,0.69,9,37,11,7,7,13,18,15,50,0.3,2,11,0.182,10,12,0.833,7,22,3,9,1,15,22
Virginia Cavaliers,19,1/22/11,Home,R,Georgia Tech,1,72,64,20,40,0.5,10,15,0.667,22,32,0.688,6,25,16,6,1,10,17,25,52,0.481,4,10,0.4,10,15,0.667,10,28,9,5,0,11,26
Virginia Cavaliers,24,2/14/15,Home,R,Wake Forest,1,61,60,24,53,0.453,2,12,0.167,11,16,0.688,5,29,10,5,2,9,14,19,44,0.432,10,24,0.417,12,22,0.545,3,29,15,6,1,11,16
Virginia Cavaliers,30,3/1/14,Home,R,Syracuse,1,75,56,27,54,0.5,8,16,0.5,13,19,0.684,12,34,19,3,2,6,13,20,56,0.357,5,22,0.227,11,14,0.786,9,25,8,4,4,5,18
Virginia Cavaliers,29,3/1/18,Away,R,Louisville,1,67,66,24,56,0.429,6,14,0.429,13,19,0.684,11,33,10,3,4,11,22,19,46,0.413,6,15,0.4,22,29,0.759,4,26,7,3,2,8,18
Virginia Cavaliers,18,1/19/16,Home,R,Clemson,1,69,62,25,46,0.543,4,7,0.571,15,22,0.682,6,32,14,3,2,9,11,24,53,0.453,8,24,0.333,6,6,1,2,20,9,5,1,7,18
Virginia Cavaliers,32,3/11/16,Neutral,A,Miami (FL),1,73,68,26,50,0.52,4,11,0.364,17,25,0.68,8,26,10,6,2,9,19,23,42,0.548,4,8,0.5,18,24,0.75,4,22,7,5,1,16,22
Virginia Cavaliers,33,3/16/17,Neutral,N,UNC Wilmington,1,76,71,26,52,0.5,7,17,0.412,17,25,0.68,4,26,9,5,5,8,19,25,61,0.41,10,26,0.385,11,17,0.647,13,39,15,4,2,9,20
Virginia Cavaliers,16,1/8/11,Home,R,UNC,0,56,62,21,51,0.412,6,17,0.353,8,12,0.667,4,30,8,5,4,11,22,20,54,0.37,3,11,0.273,19,27,0.704,10,37,7,7,3,8,13
Virginia Cavaliers,18,1/19/11,Away,R,Boston College,0,67,70,25,57,0.439,9,23,0.391,8,12,0.667,11,33,12,2,5,7,21,22,54,0.407,6,21,0.286,20,25,0.8,10,32,12,3,3,5,11
Virginia Cavaliers,25,2/16/11,Home,R,Duke,0,41,56,16,56,0.286,3,12,0.25,6,9,0.667,7,27,8,6,2,12,13,23,46,0.5,5,16,0.313,5,9,0.556,5,38,12,6,6,18,13
Virginia Cavaliers,20,1/29/13,Home,R,NC State,1,58,55,22,54,0.407,4,16,0.25,10,15,0.667,5,30,13,4,4,8,14,20,53,0.377,6,15,0.4,9,13,0.692,7,33,10,5,2,14,12
Virginia Cavaliers,22,2/7/13,Home,R,Clemson,1,78,41,30,54,0.556,10,24,0.417,8,12,0.667,3,24,17,12,6,6,17,16,52,0.308,1,17,0.059,8,12,0.667,12,30,4,5,3,18,10
Virginia Cavaliers,26,2/15/14,Away,R,Clemson,1,63,58,23,48,0.479,5,15,0.333,12,18,0.667,10,30,10,1,2,9,14,18,42,0.429,4,12,0.333,18,21,0.857,2,15,13,4,3,4,18
Virginia Cavaliers,5,11/25/14,Home,R,Tennessee State,1,79,36,31,60,0.517,7,21,0.333,10,15,0.667,17,46,17,5,4,6,9,14,48,0.292,4,19,0.211,4,9,0.444,4,19,7,5,3,8,19
Virginia Cavaliers,18,1/22/15,Home,R,Georgia Tech,1,57,28,24,53,0.453,5,9,0.556,4,6,0.667,6,33,13,4,3,4,12,12,49,0.245,0,12,0,4,8,0.5,8,29,2,3,3,10,8
Virginia Cavaliers,21,2/2/15,Away,R,UNC,1,75,64,29,56,0.518,5,12,0.417,12,18,0.667,6,19,18,9,7,8,13,25,56,0.446,4,9,0.444,10,13,0.769,10,32,15,3,3,13,16
